id,neighborhood,year_built,sale_price,total_living_area,bldg_type,full_baths,bedrooms,lot_area,garage_type,bsmt_area,house_condition,zone,building_coverage
924,SawyerW,1993,193000,1617,TwnhsE,2,2,8012,Attchd,1604,5,RL,0.200199700449326
925,NWAmes,1980,207500,1686,1Fam,2,3,10240,Attchd,1686,6,RL,0.1646484375
926,NWAmes,1977,175000,1126,1Fam,2,3,15611,Attchd,1126,6,RL,0.07212862725001601
927,NridgHt,2003,285000,2374,1Fam,2,4,11999,BuiltIn,1181,5,RL,0.09842486873906159
928,NWAmes,1968,176000,1978,1Fam,2,4,9900,Attchd,832,5,RL,0.08404040404040404
929,CollgCr,2001,236500,1788,1Fam,2,3,11838,Attchd,1753,5,RL,0.1480824463591823
930,Gilbert,1997,222000,2236,1Fam,2,4,13006,BuiltIn,964,5,RL,0.07411963709057358
931,Timber,2007,201000,1466,1Fam,2,3,8925,Attchd,1466,5,RL,0.1642577030812325
932,NAmes,1965,117500,925,1Fam,1,2,9100,Detchd,925,6,RL,0.10164835164835165
933,Somerst,2006,320000,1905,1Fam,2,3,11670,Attchd,1905,5,RL,0.16323907455012854
934,CollgCr,2004,190000,1500,1Fam,2,3,8487,Attchd,1500,5,RL,0.17674089784376104
935,NAmes,1960,242000,2069,1Fam,2,4,27650,Attchd,585,7,RL,0.02115732368896926
936,BrkSide,1926,79900,747,1Fam,1,1,5825,Detchd,600,5,RL,0.10300429184549356
937,SawyerW,2003,184900,1200,1Fam,2,2,10083,Attchd,1176,5,RL,0.11663195477536448
938,Somerst,2005,253000,1971,1Fam,2,3,9675,Attchd,1113,5,RL,0.11503875968992248
939,CollgCr,2006,239799,1962,1Fam,2,3,8760,Attchd,1391,5,RL,0.15878995433789955
940,ClearCr,1940,244400,2403,1Fam,2,4,24090,Attchd,1032,7,RL,0.042839352428393526
941,Mitchel,1976,150900,1728,Duplex,2,4,12640,Attchd,1728,5,RL,0.13670886075949368
942,Gilbert,1999,214000,2060,1Fam,2,3,8755,BuiltIn,992,5,RL,0.1133066818960594
944,Mitchel,1967,143000,1632,Duplex,2,4,25000,Attchd,1632,4,RL,0.06528
945,Timber,1958,137500,1344,1Fam,1,3,14375,Basment,819,6,RL,0.056973913043478264
946,OldTown,1890,124900,1869,1Fam,1,2,8820,Detchd,1088,6,RM,0.12335600907029479
947,NAmes,1959,143000,1144,1Fam,1,3,8163,Attchd,1144,6,RL,0.1401445546980277
948,Timber,2002,270000,1629,1Fam,2,3,14536,Attchd,1616,5,RL,0.11117226197028068
949,CollgCr,2002,192500,1776,1Fam,2,3,14006,Attchd,936,5,RL,0.0668285020705412
950,NWAmes,1972,197500,1381,1Fam,1,3,9360,Attchd,1161,7,RL,0.12403846153846154
951,NAmes,1950,129000,864,1Fam,1,3,7200,Detchd,864,8,RL,0.12
952,SawyerW,1965,119900,965,1Fam,1,3,7800,Detchd,828,5,RH,0.10615384615384615
953,CollgCr,1972,133900,768,1Fam,1,2,7200,Detchd,768,8,RL,0.10666666666666667
954,Mitchel,1969,172000,1968,1Fam,2,4,11075,Attchd,784,4,RL,0.07079006772009029
956,Crawfor,1946,145000,1958,Duplex,2,4,7136,Attchd,979,6,RH,0.13719170403587444
957,Blueste,1980,124000,1229,TwnhsE,1,2,1300,Attchd,561,6,RM,0.43153846153846154
958,Sawyer,1962,132000,1057,1Fam,1,3,7420,Detchd,1057,5,RL,0.14245283018867924
959,CollgCr,2003,185000,1337,1Fam,2,3,8450,Attchd,1337,5,RL,0.15822485207100592
960,Somerst,1999,155000,1416,Twnhs,2,3,2572,Detchd,696,5,FV,0.27060653188180406
962,NWAmes,1977,272000,2872,1Fam,2,4,12227,Attchd,1330,7,RL,0.10877566042365257
963,NPkVill,1976,155000,1548,TwnhsE,2,3,2308,Detchd,804,6,RL,0.3483535528596187
964,CollgCr,2007,239000,1800,1Fam,2,2,11923,Attchd,1800,5,RL,0.15096871592719954
965,Timber,2002,214900,1894,1Fam,2,4,11316,BuiltIn,817,5,RL,0.07219865676917639
966,Gilbert,2005,178900,1484,1Fam,2,3,10237,Attchd,783,5,RL,0.0764872521246459
967,Crawfor,1940,160000,1308,1Fam,1,2,9600,Detchd,728,7,RL,0.07583333333333334
968,NAmes,1955,135000,1098,1Fam,1,3,7390,Attchd,1098,7,RL,0.14857916102841678
970,NAmes,1958,140000,1095,2fmCon,1,2,10382,Attchd,588,5,RL,0.05663648622616066
972,NridgHt,2003,173000,1626,Twnhs,2,2,2268,BuiltIn,764,5,RL,0.3368606701940035
973,SawyerW,1979,99500,918,TwnhsE,2,2,7892,Attchd,918,5,RL,0.1163203243791181
974,Somerst,2007,182000,1428,1Fam,2,3,11639,Attchd,1428,5,FV,0.12269095283099923
975,BrkSide,1910,167500,2019,1Fam,1,3,11414,Detchd,728,8,RL,0.06378132118451026
976,Somerst,2000,165000,1382,Twnhs,2,3,2651,Detchd,673,5,FV,0.25386646548472275
978,Somerst,2006,199900,1241,TwnhsE,1,1,4274,Attchd,1241,5,FV,0.29036031820308844
979,Edwards,1954,110000,894,1Fam,1,3,9450,Detchd,894,5,RL,0.0946031746031746
980,Sawyer,1963,139000,1121,1Fam,1,3,8816,Detchd,1121,6,RL,0.1271551724137931
981,NAmes,1961,178400,999,1Fam,1,3,12122,Attchd,944,9,RL,0.07787493812902162
982,NoRidge,1998,336000,2612,1Fam,2,4,12203,Attchd,1225,5,RL,0.10038515119232976
983,Blmngtn,2007,159895,1266,1Fam,2,2,3182,Attchd,1266,5,RL,0.3978629792583281
984,CollgCr,2002,255900,2290,1Fam,2,4,11250,Attchd,1128,5,RL,0.10026666666666667
986,Edwards,1950,125000,1164,2fmCon,1,3,10880,Detchd,1164,5,RL,0.10698529411764705
987,OldTown,1910,117000,1635,1Fam,1,2,5310,Attchd,485,8,RM,0.09133709981167608
988,NridgHt,2009,395192,1940,1Fam,2,3,10159,Attchd,1930,5,RL,0.1899793286740821
989,NWAmes,1976,195000,2030,1Fam,2,4,12046,Attchd,848,6,RL,0.07039681221982401
990,Somerst,2006,197000,1576,1Fam,2,3,8125,Attchd,770,5,FV,0.09476923076923077
991,NoRidge,1997,348000,2392,1Fam,2,3,9452,Attchd,1396,5,RL,0.14769360981802793
992,OldTown,1882,168000,1742,1Fam,1,4,17671,Attchd,916,9,RM,0.051836342029313566
993,NAmes,1964,187000,1851,1Fam,2,3,9760,Attchd,822,8,RL,0.08422131147540983
994,CollgCr,2005,173900,1500,1Fam,2,3,8846,Attchd,750,5,RL,0.08478408320144698
995,NridgHt,2006,337500,1718,1Fam,2,3,12456,Attchd,1700,5,RL,0.13648041104688505
996,BrkSide,1946,121600,1230,1Fam,1,3,4712,Detchd,747,7,RL,0.1585314091680815
997,NAmes,1961,136500,1050,1Fam,1,3,10659,Attchd,1050,6,RL,0.09850830284266816
998,NWAmes,1970,185000,1442,1Fam,2,2,11717,Attchd,1442,6,RL,0.12306904497738329
999,IDOTRR,1922,91000,1077,1Fam,1,3,9786,Detchd,1007,4,RM,0.1029021050480278
1000,CollgCr,2006,206000,1208,1Fam,2,2,6762,Attchd,1187,5,RL,0.17553978112984325
1002,OldTown,1920,86000,691,1Fam,1,2,5400,Detchd,691,6,RL,0.12796296296296297
1003,Somerst,2006,232000,1574,1Fam,2,3,11957,Attchd,1574,5,RL,0.13163837082880323
1004,NWAmes,1976,136905,1680,Duplex,2,4,11500,Detchd,1680,6,RL,0.14608695652173914
1005,Blmngtn,2005,181000,1504,TwnhsE,2,1,3182,Attchd,1346,5,RL,0.4230043997485858
1006,CollgCr,1977,149900,985,1Fam,2,3,8385,Attchd,985,8,RL,0.1174716756112105
1007,NAmes,1970,163500,1657,1Fam,2,3,12155,Attchd,1657,3,RL,0.1363225010283834
1008,MeadowV,1970,88000,1092,TwnhsE,1,3,2217,Attchd,546,4,RM,0.2462787550744249
1009,Mitchel,2004,240000,1710,1Fam,2,3,12118,Attchd,1710,5,RL,0.14111239478461793
1011,Sawyer,1948,135000,1271,1Fam,2,4,21286,Attchd,720,5,RL,0.03382504932819694
1013,Crawfor,1923,165000,1502,1Fam,1,3,10592,Detchd,602,7,RL,0.05683534743202417
1014,OldTown,1910,85000,1022,1Fam,1,2,7200,Detchd,1022,4,RM,0.14194444444444446
1015,NAmes,1948,119200,1082,1Fam,1,2,11664,Detchd,1082,5,RL,0.09276406035665295
1016,NWAmes,2001,227000,1665,1Fam,2,3,8400,Attchd,810,6,RL,0.09642857142857143
1017,CollgCr,1996,203000,1504,1Fam,2,3,11883,Attchd,1504,5,RL,0.1265673651434823
1018,StoneBr,1984,187500,1360,TwnhsE,1,1,5814,Attchd,1220,5,RL,0.20983832129342966
1019,Gilbert,1991,160000,1472,1Fam,2,3,10784,Attchd,384,5,RL,0.03560830860534125
1020,Blmngtn,2005,213490,1506,TwnhsE,2,2,3013,Attchd,1362,5,RL,0.45204115499502157
1021,Edwards,2005,176000,1132,1Fam,1,2,7024,Attchd,1132,5,RL,0.1611617312072893
1022,CollgCr,2006,194000,1220,1Fam,2,2,7406,Attchd,1199,5,RL,0.16189576019443694
1023,OldTown,1930,87000,1248,1Fam,1,2,9439,Detchd,912,5,RM,0.09662040470388812
1024,Blmngtn,2005,191000,1504,TwnhsE,2,2,3182,Attchd,1346,5,RL,0.4230043997485858
1025,Timber,1976,287000,2898,1Fam,2,2,15498,Attchd,1565,6,RL,0.10098077171247903
1026,CollgCr,1972,112500,882,1Fam,1,3,7700,Detchd,882,5,RL,0.11454545454545455
1027,NAmes,1960,167500,1264,1Fam,1,3,9300,Attchd,1268,5,RL,0.13634408602150538
1028,Timber,2007,293077,1646,1Fam,2,3,9520,Attchd,1638,5,RL,0.17205882352941176
1029,NAmes,1941,105000,1376,1Fam,1,3,9492,Attchd,768,5,RL,0.08091024020227561
1030,BrDale,1972,118000,1218,Twnhs,1,3,1680,Detchd,672,7,RM,0.4
1032,SWISU,1920,197000,3082,1Fam,2,5,15863,Basment,824,3,RL,0.05194477715438442
1033,NoRidge,1993,310000,2520,1Fam,2,5,14541,Attchd,1338,7,RL,0.09201567980193934
1034,CollgCr,2002,230000,1654,1Fam,2,3,8125,Attchd,1654,5,RL,0.20356923076923078
1035,Crawfor,1938,119750,954,1Fam,1,2,6305,Basment,920,7,RL,0.14591593973037273
1037,Timber,2007,315500,1620,1Fam,2,2,12898,Attchd,1620,5,RL,0.12560086835168244
1038,CollgCr,2001,287000,2263,1Fam,2,3,9240,BuiltIn,1055,5,RL,0.11417748917748918
1040,MeadowV,1970,80000,630,TwnhsE,1,1,1477,Attchd,630,4,RM,0.4265402843601896
1041,Sawyer,1957,155000,1803,1Fam,2,3,13125,Attchd,1134,4,RL,0.0864
1042,NWAmes,1966,173000,1632,1Fam,1,4,9130,Attchd,800,8,RL,0.08762322015334063
1043,NridgHt,2005,196000,1306,Twnhs,2,1,5381,Attchd,1306,5,RL,0.24270581676268352
1044,SawyerW,1990,262280,2329,1Fam,2,4,11839,Attchd,1475,5,RL,0.12458822535687136
1045,NWAmes,1981,278000,2524,1Fam,2,4,9600,Attchd,2524,5,RL,0.2629166666666667
1047,StoneBr,2005,556581,2868,1Fam,3,4,16056,BuiltIn,1992,5,RL,0.12406576980568013
1048,CollgCr,1994,145000,990,1Fam,1,3,9245,Detchd,990,5,RL,0.10708491076257437
1051,Gilbert,2007,176485,1302,1Fam,2,3,8993,Attchd,1302,5,RL,0.14477927276770822
1052,CollgCr,2007,200141,1316,1Fam,2,3,11175,Attchd,1316,5,RL,0.11776286353467562
1053,NAmes,1964,165000,1977,1Fam,1,4,9500,Attchd,816,6,RL,0.08589473684210526
1054,Edwards,1957,144500,1526,1Fam,1,4,8562,Basment,1216,6,RL,0.14202289184769915
1055,CollgCr,2002,255000,1989,1Fam,2,3,11367,Attchd,1065,5,RL,0.09369226708894167
1056,NWAmes,1976,180000,1523,1Fam,2,3,11361,Attchd,1193,5,RL,0.10500836193997007
1057,NridgHt,2005,185850,1364,TwnhsE,2,2,7052,Attchd,1364,5,RL,0.19342030629608623
1058,NoRidge,1994,248000,1850,1Fam,2,3,29959,BuiltIn,973,6,RL,0.032477719550051735
1059,NridgHt,2008,335000,2184,1Fam,2,3,11308,Attchd,1104,5,RL,0.09762999646268129
1060,Crawfor,1932,220000,1991,1Fam,1,3,11275,Detchd,854,7,RL,0.07574279379157428
1061,StoneBr,2001,213500,1338,TwnhsE,2,2,4920,Attchd,1338,5,RL,0.27195121951219514
1062,IDOTRR,1935,81000,894,1Fam,1,2,18000,Detchd,894,4,C (all),0.049666666666666665
1063,OldTown,1900,90000,2337,2fmCon,2,5,13600,Detchd,662,5,RM,0.04867647058823529
1064,OldTown,1925,110500,1103,1Fam,1,2,6000,Detchd,1103,6,RM,0.18383333333333332
1065,NAmes,1966,154000,1154,1Fam,1,3,11000,Attchd,1154,6,RL,0.10490909090909091
1066,ClearCr,1996,328000,2260,1Fam,2,3,14000,Attchd,1306,5,RL,0.09328571428571429
1067,Gilbert,1993,178000,1571,1Fam,2,3,7837,Attchd,799,7,RL,0.1019522776572668
1068,NAmes,1964,167900,1611,1Fam,1,4,9760,Attchd,780,6,RL,0.07991803278688525
1069,MeadowV,1973,151400,2521,TwnhsE,2,5,3964,Attchd,942,4,RM,0.23763874873864782
1070,NAmes,1949,135000,893,1Fam,1,2,9600,Detchd,845,7,RL,0.08802083333333334
1071,NAmes,1956,135000,1048,1Fam,1,3,10152,Attchd,1048,5,RL,0.10323089046493301
1072,NWAmes,1968,154000,1556,1Fam,1,4,11700,Attchd,727,6,RL,0.062136752136752134
1073,Edwards,1948,91500,1456,1Fam,1,4,7585,Detchd,810,3,RL,0.10678971654581411
1074,Edwards,1977,159500,1426,1Fam,1,3,7950,Attchd,690,6,RL,0.08679245283018867
1075,CollgCr,2006,194000,1240,1Fam,2,2,8556,Attchd,1240,5,RL,0.14492753623188406
1076,Crawfor,1940,219500,1740,1Fam,1,3,13125,Attchd,800,6,RL,0.06095238095238095
1077,OldTown,1936,170000,1466,1Fam,2,3,10800,Attchd,796,8,RL,0.0737037037037037
1078,NAmes,1969,138800,1096,1Fam,1,3,15870,Attchd,1096,5,RL,0.06906112161310649
1079,CollgCr,2004,155900,848,TwnhsE,1,1,4435,Attchd,848,5,RM,0.19120631341600902
1080,CollgCr,1994,126000,990,1Fam,1,3,8775,Attchd,990,5,RL,0.11282051282051282
1081,NWAmes,1971,145000,1258,1Fam,2,3,11040,Attchd,1258,7,RL,0.11394927536231884
1082,Sawyer,1963,133000,1040,1Fam,1,3,7500,Attchd,1040,5,RL,0.13866666666666666
1083,CollgCr,2002,192000,1459,1Fam,2,3,8749,Attchd,1459,5,RL,0.16676191564750256
1084,NAmes,1964,160000,1251,1Fam,1,3,8800,Attchd,1251,6,RL,0.1421590909090909
1085,Gilbert,1995,187500,1498,1Fam,2,3,13031,Attchd,691,5,RL,0.053027396209039984
1086,SawyerW,1992,147000,996,1Fam,1,2,9069,Attchd,936,6,RL,0.10320873304664241
1087,MeadowV,1973,83500,1092,TwnhsE,1,3,1974,Attchd,546,5,RM,0.2765957446808511
1088,Somerst,2005,252000,1953,1Fam,2,3,10574,Attchd,1082,5,FV,0.10232646113107623
1089,Edwards,2004,137500,1709,Twnhs,2,3,2522,Detchd,970,5,RM,0.38461538461538464
1090,Somerst,2005,197000,1247,TwnhsE,1,1,3316,Attchd,1247,5,FV,0.37605548854041015
1092,Somerst,1999,160000,1252,Twnhs,2,2,2160,Detchd,600,5,FV,0.2777777777777778
1093,SWISU,1925,136500,1694,1Fam,2,4,8400,Detchd,1181,5,RL,0.1405952380952381
1094,NAmes,1965,146000,1200,1Fam,1,1,9230,Detchd,864,8,RL,0.09360780065005417
1095,NAmes,1956,129000,936,1Fam,1,2,5868,Attchd,936,7,RL,0.15950920245398773
1096,CollgCr,2006,176432,1314,1Fam,2,3,9317,Attchd,1314,5,RL,0.14103252119781046
1098,StoneBr,1986,170000,1088,TwnhsE,1,2,3696,Attchd,1074,5,RL,0.2905844155844156
1099,BrkSide,1936,128000,1324,1Fam,1,3,6000,Detchd,672,6,RM,0.112
1100,NWAmes,1978,157000,1601,1Fam,2,3,11880,Attchd,1271,5,RL,0.10698653198653199
1101,SWISU,1920,60000,438,1Fam,1,1,8400,Detchd,290,5,RL,0.034523809523809526
1102,NAmes,1971,119500,950,1Fam,1,3,9758,Detchd,950,5,RL,0.0973560155769625
1103,NAmes,1960,135000,1134,1Fam,1,2,7000,Attchd,1010,7,RL,0.1442857142857143
1104,NAmes,1959,159500,1194,1Fam,1,3,8910,BuiltIn,655,6,RL,0.07351290684624018
1105,BrDale,1970,106000,1302,TwnhsE,2,3,2016,Detchd,630,5,RM,0.3125
1106,NoRidge,1994,325000,2622,1Fam,2,3,12256,Attchd,1463,5,RL,0.1193701044386423
1107,SawyerW,1990,179900,1442,1Fam,2,3,10357,Attchd,910,5,RL,0.08786328087283962
1108,Gilbert,2006,274725,2021,1Fam,2,3,23257,BuiltIn,868,5,RL,0.037322096573074774
1109,Gilbert,2000,181000,1690,1Fam,2,3,8063,Attchd,924,5,RL,0.1145975443383356
1110,NridgHt,2004,280000,1836,1Fam,2,3,11362,Attchd,1836,5,RL,0.16159126914275657
1111,Gilbert,1995,188000,1658,1Fam,2,3,8000,Attchd,773,5,RL,0.096625
1112,NWAmes,1976,205000,1964,1Fam,2,4,10480,Attchd,803,6,RL,0.07662213740458015
1113,NAmes,1957,129900,816,1Fam,1,2,7100,Detchd,816,7,RL,0.11492957746478873
1114,NAmes,1953,134500,1008,1Fam,1,2,8923,Attchd,1008,7,RL,0.11296649109044044
1115,OldTown,1954,117000,833,1Fam,1,2,5400,Detchd,833,7,RL,0.15425925925925926
1116,NridgHt,2007,318000,1734,1Fam,2,3,12085,Attchd,1734,5,RL,0.14348365742656186
1117,Gilbert,2002,184100,1419,1Fam,2,3,7750,BuiltIn,408,5,RL,0.05264516129032258
1118,Sawyer,1967,130000,894,1Fam,1,3,9764,Attchd,894,7,RL,0.09156083572306432
1119,Sawyer,1958,140000,1601,1Fam,1,3,13825,BuiltIn,533,6,RL,0.03855334538878843
1120,NAmes,1959,133700,1040,1Fam,1,3,7560,Attchd,1040,5,RL,0.13756613756613756
1121,IDOTRR,1920,118400,1012,1Fam,1,2,8263,Detchd,1012,5,RM,0.12247367784097786
1122,CollgCr,2005,212900,1552,1Fam,2,3,10084,Attchd,1552,5,RL,0.15390717969059897
1123,Edwards,1956,112000,960,1Fam,1,3,8926,Basment,672,3,RL,0.07528568227649562
1125,Gilbert,1992,163900,1482,1Fam,2,3,9125,Attchd,384,5,RL,0.04208219178082192
1126,NAmes,1955,115000,1005,1Fam,1,2,10434,Detchd,1005,5,RL,0.09631972397929844
1127,Blmngtn,2007,174000,1555,TwnhsE,2,2,3684,Attchd,1373,5,RL,0.3726927252985885
1128,Gilbert,2004,259000,1530,1Fam,2,3,14572,Attchd,1530,5,RL,0.10499588251441119
1129,Gilbert,2004,215000,1959,1Fam,2,4,11796,BuiltIn,847,5,RL,0.07180400135639199
1130,OldTown,1980,140000,936,Duplex,1,2,7200,Detchd,936,5,RM,0.13
1131,SWISU,1928,135000,1981,1Fam,2,4,7804,Detchd,1122,3,RL,0.14377242439774474
1133,OldTown,1880,117500,2210,1Fam,2,5,9900,Detchd,1008,4,RM,0.10181818181818182
1134,SawyerW,1995,239500,2020,1Fam,2,3,9828,Attchd,1128,5,RL,0.11477411477411477
1135,Gilbert,1997,169000,1600,1Fam,2,3,8773,Attchd,916,5,RL,0.10441126182605723
1136,BrkSide,1926,102000,986,1Fam,1,2,6180,Detchd,960,5,RM,0.1553398058252427
1137,NAmes,1950,119000,1252,1Fam,1,3,9600,Attchd,1032,5,RL,0.1075
1139,Mitchel,1977,196000,1567,1Fam,2,2,9819,Attchd,1567,5,RL,0.1595885528057847
1140,BrkSide,1920,144000,1167,1Fam,1,3,8731,Detchd,915,5,RL,0.10479899209712519
1141,NAmes,1951,139000,952,1Fam,1,2,7350,Detchd,952,7,RL,0.1295238095238095
1142,NWAmes,1976,197500,1868,1Fam,2,4,10304,Attchd,780,7,RL,0.07569875776397515
1143,CollgCr,2006,424870,2828,1Fam,3,4,9965,BuiltIn,1466,5,RL,0.14711490215755144
1145,Edwards,1941,80000,924,2fmCon,1,2,12180,Detchd,672,4,RL,0.05517241379310345
1146,BrkSide,1928,149000,1576,1Fam,1,3,6240,Detchd,1042,6,RM,0.16698717948717948
1147,SawyerW,1985,180000,1298,1Fam,2,3,11200,Attchd,1298,5,RL,0.11589285714285714
1148,Crawfor,1941,174500,1564,1Fam,1,3,12000,Attchd,704,7,RL,0.058666666666666666
1149,OldTown,1926,116900,1111,1Fam,1,2,5700,Detchd,572,7,RM,0.10035087719298245
1150,OldTown,1920,143000,1482,1Fam,1,3,9000,Detchd,650,9,RM,0.07222222222222222
1151,NAmes,1950,124000,932,1Fam,1,2,8280,Attchd,932,5,RL,0.11256038647342995
1152,Edwards,1959,149900,1466,1Fam,1,3,17755,Attchd,1466,4,RL,0.0825682906223599
1153,Crawfor,1956,230000,1811,1Fam,1,2,14115,Attchd,1073,7,RL,0.07601842012043925
1154,IDOTRR,1930,120500,816,1Fam,1,2,5890,Detchd,816,8,RM,0.13853989813242784
1155,NAmes,1965,201800,1820,1Fam,1,4,13700,Attchd,864,6,RL,0.06306569343065693
1156,Veenker,1976,218000,1437,1Fam,2,3,10768,Attchd,1437,8,RL,0.13345096582466567
1157,NAmes,1965,179900,1265,1Fam,2,3,9350,Attchd,1219,8,RL,0.13037433155080214
1158,NridgHt,2007,230000,1314,Twnhs,2,2,5001,Attchd,1314,5,RL,0.262747450509898
1159,Somerst,2007,235128,1580,1Fam,2,3,11932,Attchd,1580,5,RL,0.13241702983573583
1160,NWAmes,1974,185000,1876,1Fam,2,4,9120,Attchd,901,6,RL,0.09879385964912281
1161,NPkVill,1978,146000,1456,Twnhs,2,3,2280,Attchd,855,5,RL,0.375
1162,Crawfor,1954,224000,1640,1Fam,1,3,14778,Detchd,1296,7,RL,0.0876979293544458
1163,Sawyer,1968,129000,894,1Fam,1,3,8724,Attchd,894,5,RL,0.10247592847317744
1165,Veenker,1978,194000,1432,1Fam,1,2,16157,Attchd,1360,7,RL,0.08417404221080646
1166,NridgHt,2009,233170,1502,1Fam,2,3,9541,Attchd,1502,5,RL,0.15742584634734305
1167,CollgCr,2008,245350,1694,1Fam,2,3,10475,Attchd,1694,5,RL,0.1617183770883055
1168,Gilbert,2000,173000,1671,1Fam,2,3,10852,Attchd,959,5,RL,0.08837080722447475
1169,Edwards,1935,235000,2108,1Fam,2,4,13728,Basment,1127,7,RL,0.08209498834498835
1171,Mitchel,1977,171000,1118,1Fam,1,3,9880,Attchd,1096,6,RL,0.11093117408906883
1172,NAmes,1958,163000,1261,1Fam,1,3,9120,Attchd,1261,6,RL,0.13826754385964912
1173,Somerst,2006,171900,1250,TwnhsE,2,2,4017,Detchd,625,5,FV,0.15558874782175752
1175,Crawfor,1932,239000,2345,1Fam,2,4,16560,Detchd,952,8,RL,0.05748792270531401
1176,NoRidge,1992,285000,2872,1Fam,2,4,10678,Attchd,1683,5,RL,0.15761378535306236
1177,Mitchel,1984,119500,923,1Fam,1,3,6951,Attchd,876,5,RL,0.12602503236944324
1178,OldTown,1926,115000,1224,1Fam,1,3,3950,Detchd,818,8,RM,0.20708860759493672
1179,Crawfor,1921,154900,1343,1Fam,1,3,7681,Detchd,731,6,RL,0.09516989975263637
1181,Timber,1990,250000,2514,1Fam,2,4,11170,Attchd,1216,5,RL,0.10886302596239929
1182,Crawfor,2008,392500,1652,TwnhsE,2,2,5587,Attchd,1600,5,RM,0.2863790943261142
1184,OldTown,1920,120000,1130,1Fam,1,2,10800,Detchd,1120,6,RL,0.1037037037037037
1186,Edwards,1924,104900,1221,1Fam,1,4,9738,Attchd,784,7,RL,0.0805093448346683
1187,OldTown,1900,95000,1699,2fmCon,2,3,10615,CarPort,978,5,RL,0.0921337729627885
1188,NoRidge,1994,262000,1624,1Fam,2,2,12461,Attchd,1624,5,RL,0.1303266190514405
1189,CollgCr,2002,195000,1660,1Fam,2,3,8935,Attchd,831,5,RL,0.09300503637381086
1190,Gilbert,1999,189000,1804,1Fam,2,3,7500,Attchd,994,5,RL,0.13253333333333334
1192,Somerst,1999,174000,1441,Twnhs,2,2,2645,Detchd,776,5,FV,0.2933837429111531
1193,OldTown,1925,125000,1472,1Fam,1,3,9600,Detchd,702,8,RM,0.073125
1194,Mitchel,1999,165000,1224,TwnhsE,2,2,4500,Attchd,1224,5,RM,0.272
1195,Sawyer,1969,158000,1352,1Fam,1,4,9364,Attchd,663,7,RL,0.07080307560871422
1196,Gilbert,2005,176000,1456,1Fam,2,3,8029,Attchd,728,5,RL,0.09067131647776809
1197,Gilbert,2006,219210,1863,1Fam,2,4,14054,BuiltIn,879,5,RL,0.06254447132488972
1198,OldTown,1916,144000,1690,1Fam,1,3,8850,Detchd,815,6,RM,0.09209039548022599
1199,CollgCr,2001,178000,1212,1Fam,2,3,9100,Attchd,1212,5,RL,0.1331868131868132
1200,Sawyer,1963,148000,1382,1Fam,1,3,11235,Attchd,1051,5,RL,0.09354695149087673
1201,NAmes,1970,116050,864,1Fam,1,3,9353,Attchd,864,5,RL,0.092376777504544
1202,CollgCr,1998,197900,1779,1Fam,2,3,10400,Attchd,866,5,RL,0.08326923076923078
1203,BrkSide,1925,117000,1348,1Fam,1,3,6000,Detchd,884,8,RM,0.14733333333333334
1204,CollgCr,2000,213000,1630,1Fam,2,3,9750,Attchd,1630,5,RL,0.1671794871794872
1205,NWAmes,1975,153500,1074,1Fam,1,3,10140,Attchd,1056,6,RL,0.10414201183431952
1206,SawyerW,1990,271900,2196,1Fam,2,3,14684,Attchd,2158,7,RL,0.1469626804685372
1207,SawyerW,1966,107000,1056,1Fam,1,2,8900,Detchd,1056,4,RH,0.11865168539325843
1208,CollgCr,2003,200000,1700,1Fam,2,3,9135,Attchd,1682,5,RL,0.18412698412698414
1209,NAmes,1962,140000,1283,1Fam,1,3,7763,Detchd,931,7,RL,0.11992786293958521
1210,Somerst,2006,290000,1660,1Fam,2,3,10182,Attchd,1660,5,RL,0.16303280298566097
1211,SawyerW,1992,189000,1845,1Fam,2,3,11218,Attchd,1055,5,RL,0.09404528436441434
1212,Gilbert,1988,164000,1752,1Fam,2,4,12134,Basment,559,7,RL,0.04606889731333443
1213,Edwards,1941,113000,672,1Fam,1,2,9340,Attchd,672,6,RL,0.07194860813704497
1215,NAmes,1962,134500,999,1Fam,1,3,10205,Attchd,925,5,RL,0.09064184223419892
1216,Sawyer,1966,125000,894,1Fam,1,3,7094,Detchd,894,5,RL,0.12602199041443474
1218,Somerst,2009,229456,1314,1Fam,2,3,8640,Attchd,1300,5,FV,0.15046296296296297
1221,NAmes,1964,115000,912,1Fam,1,2,7800,Attchd,912,5,RL,0.11692307692307692
1222,Sawyer,1968,134000,1211,1Fam,1,3,8250,Attchd,952,5,RL,0.1153939393939394
1223,NAmes,1949,143000,1846,1Fam,2,3,10496,Attchd,1040,6,RL,0.09908536585365854
1224,NAmes,1951,137900,2136,1Fam,2,4,10680,Detchd,2136,3,RL,0.2
1225,Gilbert,2004,184000,1490,1Fam,2,3,15384,Attchd,788,5,RL,0.05122204888195528
1226,NAmes,1958,145000,1138,1Fam,1,3,10482,Attchd,588,8,RL,0.05609616485403549
1227,Somerst,2007,214000,1933,1Fam,2,4,14598,BuiltIn,894,5,RL,0.061241265926839296
1228,NAmes,1965,147000,912,1Fam,1,2,8872,Detchd,912,8,RL,0.10279531109107304
1229,NridgHt,2008,367294,1702,TwnhsE,1,1,8769,Attchd,1702,5,RL,0.1940928270042194
1230,NAmes,1960,127000,1507,1Fam,2,4,7910,Basment,1075,5,RL,0.1359039190897598
